City,City Latitude,City Longitude,Venue,Venue Id,Venue Latitude,Venue Longitude,Venue Category
"Paris, France",48.8566969,2.3514616,Hôtel Le Meurice,4b8b0cbef964a5203b9032e3,48.8653326,2.3281374,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Bel Ami,4b6ae8dbf964a52066e62be3,48.85491750702932,2.33314078416685,Hotel
"Paris, France",48.8566969,2.3514616,InterContinental Paris Le Grand Hôtel,4adcda03f964a520d13121e3,48.8708361,2.3307253,Hotel
"Paris, France",48.8566969,2.3514616,Grand Hôtel du Palais Royal,4b50f4d4f964a5207e3a27e3,48.86318291896972,2.3379009305339022,Hotel
"Paris, France",48.8566969,2.3514616,W Paris – Opéra,4e8b0ce2f9f464ec8732a56d,48.8720985,2.3332127,Hotel
"Paris, France",48.8566969,2.3514616,Le Bristol,4adcda00f964a520e13021e3,48.871804266610006,2.314902422735974,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Plaza Athénée,4b817458f964a52024a730e3,48.86623539871467,2.304373677060653,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Four Seasons George V,4adcda00f964a520ba3021e3,48.868849,2.300683,Hotel
"Paris, France",48.8566969,2.3514616,Mama Shelter,4afdc6cdf964a520c02a22e3,48.8597833500067,2.402849974350829,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Prince de Galles,4b730be2f964a520f4972de3,48.869143,2.3006579,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Costes,4adcda00f964a520f03021e3,48.86666608945805,2.3279080151205545,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Barrière Le Fouquet's,4b8be0ccf964a52018b032e3,48.87107877236529,2.301236093044281,Hotel
"Paris, France",48.8566969,2.3514616,Artus Hotel,4b4cd0def964a52008c026e3,48.85343456723105,2.336166087944067,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Les Jardins du Marais,4b7051cdf964a5205b122de3,48.86069911867528,2.3685297404907706,Hotel
"Paris, France",48.8566969,2.3514616,Shangri-La Hotel Paris,4bd36c0eb221c9b66fbdd9d0,48.863762249254705,2.2931055812929593,Hotel
"Paris, France",48.8566969,2.3514616,Grand Hôtel Français,4adcda01f964a520233121e3,48.85160314467263,2.3906680194113625,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Arès Tour Eiffel,4adcd9fff964a5208f3021e3,48.850461218444444,2.298211474033437,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Renaissance Paris Vendôme,4adcda03f964a520c23121e3,48.8654778858979,2.329597771167755,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Le Royal Monceau Raffles,4ca46f77b0ff8cfa746fbf5e,48.87574467646414,2.300355060747923,Hotel
"Paris, France",48.8566969,2.3514616,The Peninsula Paris,4df4832f14954f21cf31ff92,48.87065006073456,2.293524742126465,Hotel
"Paris, France",48.8566969,2.3514616,HOTEL DE JOBO,5743720d498edc016badcc0e,48.85543761945354,2.362076401178279,Hotel
"Paris, France",48.8566969,2.3514616,Renaissance Paris Arc de Triomphe Hotel,4adcda04f964a520223221e3,48.87708981040643,2.297060550926176,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Pullman Paris Centre - Bercy,4b8a107df964a520465e32e3,48.83136833545512,2.3869112133979797,Hotel
"Paris, France",48.8566969,2.3514616,Hotel Atmospheres,505ec24de4b011bf1f426e58,48.848694643480506,2.3481449440178492,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Maison Albar Paris Céline,589f8629460dd9594f214421,48.860552222306815,2.344258725643158,Hotel
